config_id,phase,mode,seed,source,natoms,rattle_sigma_A,n_rotated_fa,minimum_distance_A,directory
t-FAPI3_cage_rattle_14,t-FAPI3,cage_rattle,2621594004,t-FAPI3/CONTCAR,24,0.047119718913333615,0,1.0184004805038975,t-FAPI3/t-FAPI3_cage_rattle_14
t-FAPI3_cage_rattle_15,t-FAPI3,cage_rattle,4017507702,t-FAPI3/CONTCAR,24,0.03772910618341112,0,1.0184004805038975,t-FAPI3/t-FAPI3_cage_rattle_15
t-FAPI3_cage_rattle_16,t-FAPI3,cage_rattle,2438464306,t-FAPI3/CONTCAR,24,0.035480238031899314,0,1.0184004805038975,t-FAPI3/t-FAPI3_cage_rattle_16
t-FAPI3_cage_rattle_17,t-FAPI3,cage_rattle,2872200326,t-FAPI3/CONTCAR,24,0.04375902851343834,0,1.0184004805038975,t-FAPI3/t-FAPI3_cage_rattle_17
t-FAPI3_all_rattle_01,t-FAPI3,all_rattle,2091264016,t-FAPI3/CONTCAR,24,0.05525053536595469,0,0.8997798276537989,t-FAPI3/t-FAPI3_all_rattle_01
t-FAPI3_all_rattle_02,t-FAPI3,all_rattle,2967487925,t-FAPI3/CONTCAR,24,0.059756146280303055,0,0.9862278565183376,t-FAPI3/t-FAPI3_all_rattle_02
t-FAPI3_all_rattle_03,t-FAPI3,all_rattle,3964747857,t-FAPI3/CONTCAR,24,0.02776985580564026,0,0.9694936095446931,t-FAPI3/t-FAPI3_all_rattle_03
t-FAPI3_all_rattle_04,t-FAPI3,all_rattle,399645231,t-FAPI3/CONTCAR,24,0.05471325858993499,0,0.9433402791812764,t-FAPI3/t-FAPI3_all_rattle_04
t-FAPI3_all_rattle_05,t-FAPI3,all_rattle,4277976050,t-FAPI3/CONTCAR,24,0.03570061522417835,0,0.9516697873095474,t-FAPI3/t-FAPI3_all_rattle_05
t-FAPI3_all_rattle_06,t-FAPI3,all_rattle,2204627086,t-FAPI3/CONTCAR,24,0.06332359502428091,0,0.9323301770398182,t-FAPI3/t-FAPI3_all_rattle_06
t-FAPI3_all_rattle_07,t-FAPI3,all_rattle,3682180487,t-FAPI3/CONTCAR,24,0.06338159104564821,0,0.899213488785882,t-FAPI3/t-FAPI3_all_rattle_07
t-FAPI3_all_rattle_08,t-FAPI3,all_rattle,3545552176,t-FAPI3/CONTCAR,24,0.03590750556274919,0,0.9269651910723831,t-FAPI3/t-FAPI3_all_rattle_08
t-FAPI3_all_rattle_09,t-FAPI3,all_rattle,2303418162,t-FAPI3/CONTCAR,24,0.050562936357127566,0,0.9158007774161758,t-FAPI3/t-FAPI3_all_rattle_09
t-FAPI3_all_rattle_10,t-FAPI3,all_rattle,2055787085,t-FAPI3/CONTCAR,24,0.059377611248692744,0,0.9670156770455706,t-FAPI3/t-FAPI3_all_rattle_10
t-FAPI3_all_rattle_11,t-FAPI3,all_rattle,1906171184,t-FAPI3/CONTCAR,24,0.04147941306103213,0,0.8648415699824146,t-FAPI3/t-FAPI3_all_rattle_11
t-FAPI3_all_rattle_12,t-FAPI3,all_rattle,3997102086,t-FAPI3/CONTCAR,24,0.061370555143125505,0,0.9068563700436396,t-FAPI3/t-FAPI3_all_rattle_12
t-FAPI3_all_rattle_13,t-FAPI3,all_rattle,2994406834,t-FAPI3/CONTCAR,24,0.047657705312999565,0,0.9589029926754157,t-FAPI3/t-FAPI3_all_rattle_13
t-FAPI3_all_rattle_14,t-FAPI3,all_rattle,442853200,t-FAPI3/CONTCAR,24,0.02447695351048219,0,0.9618903440972414,t-FAPI3/t-FAPI3_all_rattle_14
t-FAPI3_all_rattle_15,t-FAPI3,all_rattle,2457972471,t-FAPI3/CONTCAR,24,0.03776407148893329,0,0.9457101728172418,t-FAPI3/t-FAPI3_all_rattle_15
t-FAPI3_all_rattle_16,t-FAPI3,all_rattle,461500476,t-FAPI3/CONTCAR,24,0.02745498785457149,0,0.9809290993397322,t-FAPI3/t-FAPI3_all_rattle_16
t-FAPI3_all_rattle_17,t-FAPI3,all_rattle,4214912556,t-FAPI3/CONTCAR,24,0.02048730666479206,0,0.9818525936830819,t-FAPI3/t-FAPI3_all_rattle_17
t-FAPI3_strain_rattle_01,t-FAPI3,strain_rattle,2015970803,t-FAPI3/CONTCAR,24,0.01591485656123893,0,1.0168416901724084,t-FAPI3/t-FAPI3_strain_rattle_01
t-FAPI3_strain_rattle_02,t-FAPI3,strain_rattle,3935958245,t-FAPI3/CONTCAR,24,0.015689853585964038,0,1.0115809731031769,t-FAPI3/t-FAPI3_strain_rattle_02
t-FAPI3_strain_rattle_03,t-FAPI3,strain_rattle,1228892460,t-FAPI3/CONTCAR,24,0.03453939441960905,0,1.0128723101796606,t-FAPI3/t-FAPI3_strain_rattle_03
t-FAPI3_strain_rattle_04,t-FAPI3,strain_rattle,3550014847,t-FAPI3/CONTCAR,24,0.03404210436628492,0,1.0070015430745056,t-FAPI3/t-FAPI3_strain_rattle_04
t-FAPI3_strain_rattle_05,t-FAPI3,strain_rattle,1280617861,t-FAPI3/CONTCAR,24,0.032490925636789285,0,1.0175113716708561,t-FAPI3/t-FAPI3_strain_rattle_05
t-FAPI3_strain_rattle_06,t-FAPI3,strain_rattle,1468167705,t-FAPI3/CONTCAR,24,0.015742801907637348,0,1.0048055107238276,t-FAPI3/t-FAPI3_strain_rattle_06
t-FAPI3_strain_rattle_07,t-FAPI3,strain_rattle,544760014,t-FAPI3/CONTCAR,24,0.02783402671902163,0,1.0002789564908692,t-FAPI3/t-FAPI3_strain_rattle_07
t-FAPI3_strain_rattle_08,t-FAPI3,strain_rattle,4224899628,t-FAPI3/CONTCAR,24,0.022587442460104877,0,1.0120544309922967,t-FAPI3/t-FAPI3_strain_rattle_08
t-FAPI3_strain_rattle_09,t-FAPI3,strain_rattle,2747692741,t-FAPI3/CONTCAR,24,0.013225328541284349,0,1.0159470269600765,t-FAPI3/t-FAPI3_strain_rattle_09
t-FAPI3_strain_rattle_10,t-FAPI3,strain_rattle,1342081236,t-FAPI3/CONTCAR,24,0.017675095190626156,0,1.0128366102756607,t-FAPI3/t-FAPI3_strain_rattle_10
t-FAPI3_strain_rattle_11,t-FAPI3,strain_rattle,357569262,t-FAPI3/CONTCAR,24,0.012025806623100977,0,1.0159788262551845,t-FAPI3/t-FAPI3_strain_rattle_11
t-FAPI3_strain_rattle_12,t-FAPI3,strain_rattle,2865988132,t-FAPI3/CONTCAR,24,0.01116681757636462,0,1.0051635467846085,t-FAPI3/t-FAPI3_strain_rattle_12
t-FAPI3_strain_rattle_13,t-FAPI3,strain_rattle,428720862,t-FAPI3/CONTCAR,24,0.029867674391247462,0,1.0052684381065502,t-FAPI3/t-FAPI3_strain_rattle_13
t-FAPI3_strain_rattle_14,t-FAPI3,strain_rattle,1361156470,t-FAPI3/CONTCAR,24,0.015614299339152888,0,0.9970512860397247,t-FAPI3/t-FAPI3_strain_rattle_14
t-FAPI3_strain_rattle_15,t-FAPI3,strain_rattle,3421711136,t-FAPI3/CONTCAR,24,0.02789106881601256,0,1.019225226544356,t-FAPI3/t-FAPI3_strain_rattle_15
t-FAPI3_strain_rattle_16,t-FAPI3,strain_rattle,2658944019,t-FAPI3/CONTCAR,24,0.017596105884077874,0,1.0090552569373408,t-FAPI3/t-FAPI3_strain_rattle_16
t-FAPI3_strain_rattle_17,t-FAPI3,strain_rattle,3439239723,t-FAPI3/CONTCAR,24,0.017166286459499584,0,1.0160033878014616,t-FAPI3/t-FAPI3_strain_rattle_17
t-FAPI3_mixed_01,t-FAPI3,mixed,1915546367,t-FAPI3/CONTCAR,24,0.03569931896058165,1,0.9213734276337002,t-FAPI3/t-FAPI3_mixed_01
t-FAPI3_mixed_02,t-FAPI3,mixed,3947787327,t-FAPI3/CONTCAR,24,0.03809264513966665,1,0.9514743926421305,t-FAPI3/t-FAPI3_mixed_02
t-FAPI3_mixed_03,t-FAPI3,mixed,3250864131,t-FAPI3/CONTCAR,24,0.049560820139317986,1,0.8840963770920409,t-FAPI3/t-FAPI3_mixed_03
t-FAPI3_mixed_04,t-FAPI3,mixed,743749397,t-FAPI3/CONTCAR,24,0.01994130533163702,1,0.9722567880623917,t-FAPI3/t-FAPI3_mixed_04
t-FAPI3_mixed_05,t-FAPI3,mixed,3469388101,t-FAPI3/CONTCAR,24,0.04379472601809922,1,0.884948956589591,t-FAPI3/t-FAPI3_mixed_05
t-FAPI3_mixed_06,t-FAPI3,mixed,312317121,t-FAPI3/CONTCAR,24,0.022069895852169077,1,0.9815605710242684,t-FAPI3/t-FAPI3_mixed_06
t-FAPI3_mixed_07,t-FAPI3,mixed,3191567480,t-FAPI3/CONTCAR,24,0.030692313536329018,2,0.9273645726048839,t-FAPI3/t-FAPI3_mixed_07
t-FAPI3_mixed_08,t-FAPI3,mixed,563541034,t-FAPI3/CONTCAR,24,0.042712169726360674,1,0.9457097895782904,t-FAPI3/t-FAPI3_mixed_08
t-FAPI3_mixed_09,t-FAPI3,mixed,3374372360,t-FAPI3/CONTCAR,24,0.03026280595177467,2,0.9731781077364902,t-FAPI3/t-FAPI3_mixed_09
t-FAPI3_mixed_10,t-FAPI3,mixed,317851060,t-FAPI3/CONTCAR,24,0.029558083758163045,2,0.9835275694198149,t-FAPI3/t-FAPI3_mixed_10
t-FAPI3_mixed_11,t-FAPI3,mixed,2227301912,t-FAPI3/CONTCAR,24,0.015504773545613191,2,0.9916656288277725,t-FAPI3/t-FAPI3_mixed_11
t-FAPI3_mixed_12,t-FAPI3,mixed,1826210991,t-FAPI3/CONTCAR,24,0.0194099212844693,1,0.9990000558594953,t-FAPI3/t-FAPI3_mixed_12
t-FAPI3_mixed_13,t-FAPI3,mixed,3935123146,t-FAPI3/CONTCAR,24,0.035141604173202556,2,0.969034144671516,t-FAPI3/t-FAPI3_mixed_13
t-FAPI3_mixed_14,t-FAPI3,mixed,2532100801,t-FAPI3/CONTCAR,24,0.01531673907599012,1,0.9762129336625792,t-FAPI3/t-FAPI3_mixed_14
t-FAPI3_mixed_15,t-FAPI3,mixed,2570233932,t-FAPI3/CONTCAR,24,0.0406386629586309,1,0.9368953774285294,t-FAPI3/t-FAPI3_mixed_15
t-FAPI3_mixed_16,t-FAPI3,mixed,337318137,t-FAPI3/CONTCAR,24,0.03770563303531134,1,0.9438866534353494,t-FAPI3/t-FAPI3_mixed_16
t-FAPI3_mixed_17,t-FAPI3,mixed,469458426,t-FAPI3/CONTCAR,24,0.04056919877956816,1,0.9190365801557049,t-FAPI3/t-FAPI3_mixed_17
