epoch,learning_rate,train_Energy_RMSE,train_Energy_MAE,train_Force_RMSE,train_Force_MAE,train_Stress_RMSE,train_Stress_MAE,train_TotalLoss,train_Energy_R2,train_Force_R2,train_Stress_R2,valid_Energy_RMSE,valid_Energy_MAE,valid_Force_RMSE,valid_Force_MAE,valid_Stress_RMSE,valid_Stress_MAE,valid_TotalLoss,valid_Energy_R2,valid_Force_R2,valid_Stress_R2
14,0.001,0.0046989110808892945,0.003458491393498012,0.23393219311537225,0.046617542610228435,2.6161339723637798,0.5216755415712084,0.00048019935464697027,0.9993933511664792,0.9988639643601261,0.9981142466637574,0.003012707969076044,0.0027081898280552456,0.3798312950090112,0.05323344294130177,3.426622910296627,0.6631689434959775,0.0005371700587314383,0.9997676048014714,0.9969398270088419,0.9964158812649946
15,0.001,0.0054407440959884455,0.0038044844354901994,0.24970100134935047,0.05270582973269797,2.7013285946566343,0.5585017390194393,0.0005435160928009931,0.9991866820564042,0.9987056476495079,0.9979894273332208,0.009200375964401547,0.005393668583461217,0.4881565513267046,0.08548074082883399,4.529885031781964,0.9995297727130709,0.0008991218472725552,0.9978326740650619,0.9949454471905717,0.9937363983875114
16,0.001,0.004356828953838356,0.0030188185828072685,0.22535949150561732,0.04709515298874873,2.791493521644625,0.5504817446072896,0.00048213496835595445,0.9994784579986093,0.9989457012909826,0.9978529696073711,0.007859768705949507,0.007465321677071707,0.39767202463188567,0.05609660597217408,3.601346414737292,0.6254648571922665,0.0005816854945725127,0.998418269057907,0.9966456022064805,0.9960410542159023
17,0.001,0.003306435423835899,0.002585057701383318,0.20617388049794325,0.04166462397362951,2.375776734246794,0.452887875693185,0.00042373215822012105,0.9996996231847072,0.9991175720648393,0.9984448360351075,0.005668277851296834,0.004420082909720285,0.3919168623939936,0.05804317977193516,3.5435905582623883,0.680315823782058,0.0005917012419533623,0.9991773495497794,0.9967419903268329,0.9961670173773661
18,0.001,0.0047503433396294615,0.003987436635153634,0.20195584271706324,0.04159618876640152,2.333312292793794,0.48572823788438524,0.0004311041629050578,0.999380000109071,0.9991533092494665,0.9984999329077855,0.00475185076461551,0.004041637693132673,0.3614785847371759,0.052926303955493983,3.308514424191973,0.6071965518451873,0.0005337787215790337,0.9994218524838319,0.9972284059970821,0.9966586971012888
19,0.001,0.0031464374304610897,0.0024353717054639546,0.18883412810145717,0.039500945581580106,2.221509336423168,0.4419858687690326,0.0003961877476806746,0.9997279894900133,0.9992597593196597,0.9986402432390069,0.0018276303171928876,0.00100771359034947,0.3571529564281609,0.054863464313733006,3.31654736871571,0.6040994908128466,0.0005397772695089822,0.9999144756492953,0.9972943413621597,0.9966424523417059
20,0.001,0.004044977615953601,0.0027622597558157784,0.20358503809215586,0.04336362714787449,2.3843388108149526,0.4635512442106292,0.00044372019751840846,0.9995504558338472,0.9991395934764791,0.9984336064941799,0.006862497071205157,0.0034139837537493023,0.5102698659442805,0.076886367123082,4.39304007438415,0.8320575004532224,0.0007814699541770173,0.9987941940495848,0.9944771363760634,0.9941091211851382
21,0.001,0.0033826361318315635,0.0025173212800707135,0.21167944347139128,0.04309792552666594,2.4227708895021975,0.4881535400946935,0.00043898282056483947,0.9996856203560737,0.9990698149721098,0.9983827036349436,0.0018033677331137947,0.001024144036429269,0.3440857927843866,0.050585204356621394,3.3061130349028693,0.6172236357416425,0.0005046760265866447,0.9999167313223286,0.9974887036548085,0.9966635459019039
22,0.001,0.003269975892887447,0.0024912970406668527,0.1978912176162351,0.04014106887535229,2.2666966524767425,0.44421661879335134,0.00040723658881987437,0.9997062118644255,0.999187047783955,0.998584363525091,0.003803221000080121,0.002341393062046596,0.3409241571422413,0.05468561679937055,3.3067156709699983,0.7404627890813918,0.000558280362173807,0.9996296467131675,0.9975346416604687,0.9966623293709765
23,0.001,0.0044554537083231465,0.003665987934385027,0.20924948940026994,0.04202921594057693,2.263636436547053,0.47354375010445005,0.00042879051315329825,0.9994545852953398,0.9990910483392906,0.9985881834017301,0.0018368348684491996,0.0014250074114118304,0.3542663319338397,0.05229250461925251,3.2370708135332085,0.6119750289689927,0.0005185005459812449,0.9999136120221211,0.9973379006021077,0.9968014425323588
24,0.001,0.0028159839194520785,0.002231646435601371,0.17350362703701444,0.03795323085891126,2.069623974957654,0.4168052575417927,0.0003740886076278035,0.9997821237787279,0.9993750732901944,0.9988198210674031,0.0022229726216876555,0.0013200759887695313,0.38315023818964905,0.05498342395641019,3.418339569902768,0.6131945859818232,0.00053900008445156,0.9998734735548717,0.9968861142179781,0.9964331884461397
25,0.001,0.00323028101276457,0.0023340233734675817,0.19550640540749295,0.03982121365406478,2.177394924015112,0.4239087259485608,0.0003989151815482046,0.9997132963508631,0.9992065237141777,0.9986937107711712,0.002252941508588352,0.0013358184269496372,0.34491162997584546,0.054414686042057896,3.0650752006739697,0.5456904416992551,0.0005346933304029891,0.9998700390397148,0.997476634464108,0.9971323111171536
26,0.001,0.003841966684631922,0.002961597272327968,0.18781745151172233,0.042487971094169456,2.2561630782048696,0.49386726773920514,0.00043382852754531796,0.9995944380175438,0.9992677087219787,0.9985974901676875,0.0021948869133359473,0.0014119761330740792,0.3365339430890045,0.05237810282462298,3.2778334644218132,0.6455635683877128,0.0005204723557694832,0.9998766505047535,0.9975977275391494,0.9967203799206528
27,0.001,0.004081855884048077,0.003172642844063895,0.17428301619333297,0.03871304166954268,2.0990774694769896,0.4513166564561072,0.0004012414311619555,0.999542211654245,0.9993694462835448,0.9987859910755817,0.004996647865687919,0.004578256607055664,0.3524441620710824,0.0500567960914076,3.254373240893362,0.5791657967226845,0.0005060755463030848,0.9993607502505454,0.9973652153273634,0.9967671581039416
28,0.001,0.0036671505875164882,0.0027792274951934813,0.19282333372274071,0.03974857545248867,2.1953991197487075,0.4355575103135336,0.0003979585232553485,0.9996305103186801,0.9992281531150423,0.9986720189132157,0.0034578647431496843,0.0030539172036307197,0.3330961826461149,0.050239761982823816,3.2178026892562333,0.6941878852390108,0.000513229108698599,0.9996938536531242,0.997646556517182,0.9968394069077655
29,0.001,0.0030049289824494404,0.00226702094078064,0.16390858488382115,0.03641532881642288,2.0895494871676923,0.4107037575471969,0.0003679035549181598,0.9997519074244736,0.9994422811114995,0.9987969871988274,0.003675500417905067,0.002112865447998047,0.3410570449173264,0.05360116251984482,3.176918231253661,0.5731669891448248,0.0005299031682606407,0.9996541036084494,0.9975327194398479,0.9969192118213409
30,0.001,0.0027269533326265334,0.0020588159561157225,0.17753892774868973,0.038352037469546,1.8975278785485943,0.3971277885493778,0.00037982190357133404,0.9997956863383415,0.9993456665215942,0.9990079323283044,0.003722692245247895,0.0033844334738595146,0.3313063481096923,0.05092898586011283,2.9946255538710895,0.5639629931676955,0.0005083887244453283,0.9996451642673357,0.9976717800844038,0.997262621770861
31,0.001,0.003457813253850027,0.0026869067123958044,0.19231046198258947,0.04030100424896996,2.3840207530099713,0.4359268123195285,0.00040338965772434676,0.9996714915847883,0.9992322536038197,0.9984340244435413,0.005584537942852896,0.005231782368251256,0.3455714136221899,0.049754959794710264,3.412813201616402,0.6686523721331642,0.0005144050471992362,0.9992014767411999,0.9974669713388482,0.9964447116847167
32,0.001,0.0033049122620876373,0.0025656189237322127,0.19086996809115997,0.041161749402619505,2.245316177070869,0.500019818402472,0.0004294917359526705,0.9996999034760036,0.9992437120666161,0.9986109433561325,0.0032146725687969267,0.0027950559343610493,0.359393138159002,0.04995272875581897,4.033314965359037,1.0304565543220157,0.0005446226160569898,0.9997354019939166,0.9972602933476061,0.9950343733434094
33,0.001,0.004369186291998119,0.0037465427603040422,0.16793107044891212,0.037629669395507756,1.9828475776948404,0.43412706284295943,0.00037918659290820804,0.9994755023106157,0.9994145712009579,0.9989167128213419,0.003807913988971969,0.003524555478777204,0.3289569260377067,0.05408829266295243,3.4264873218819116,0.8134403183346703,0.0005599343788005879,0.9996287321535329,0.9977046836324374,0.9964161646579156
34,0.001,0.004018987433676097,0.0032537409237452914,0.18376880214078628,0.0389718856795279,2.0649497708617455,0.42640014673982346,0.0003994762265411355,0.9995562075190949,0.9992989394370498,0.9988251459128704,0.004108086026286978,0.002743680136544364,0.3807036016533887,0.06777309927800416,3.613873384951513,0.6706423157737369,0.0006696998000413462,0.9995678921686171,0.9969257553433264,0.996013464660897
35,0.001,0.004585460841856231,0.0034566930362156458,0.223320315671712,0.04413542468530327,2.404686223972272,0.47075989501816884,0.00045431922139576794,0.999422280533263,0.9989646946502465,0.9984067578534115,0.004786067698288773,0.004292787824358259,0.3281420241149503,0.05508803571545103,3.048254924635439,0.5596733547392345,0.0005492480273692814,0.9994134963041137,0.9977160413368115,0.9971636987128312
36,0.001,0.004013496021843376,0.0032815115792410713,0.16670993163046477,0.037837040967911295,1.9870166766155568,0.436974183292616,0.0003883795625140952,0.9995574152272647,0.9994230543382477,0.9989121526329179,0.0059885085543794755,0.005410357883998326,0.3331399448915244,0.051053608675922735,2.981426806261035,0.6040129695619856,0.0005203241655019358,0.9990817722215563,0.9976459379737955,0.9972866983492406
37,0.001,0.0032430292165697883,0.002424506630216326,0.20148730085276417,0.040703447781643774,2.095868896217683,0.44217082120123363,0.0004039125656322052,0.9997110330750738,0.9991572333573111,0.9987896996612776,0.002375902568924532,0.0019522735050746373,0.3199048900869361,0.047537765303622755,2.92051979107166,0.5289234592801049,0.0004661026079836321,0.9998554658966001,0.9978292678287215,0.9973964251089575
38,0.001,0.0036530398655725584,0.002563283273151943,0.1708845554985379,0.03673561033743982,2.025110617533289,0.38938754158360617,0.00036039568082737463,0.9996333487004544,0.9993937976856808,0.9988700416847979,0.003263109227749395,0.0030959061213902063,0.31586146667285575,0.04857271178713385,2.9609303246435252,0.5459923383735475,0.00047984195611307874,0.9997273683316135,0.9978837948389445,0.9973238767574374
39,0.001,0.003458444759476519,0.0026969892638070243,0.16790430078628485,0.037458660467615666,1.8455967720974886,0.40531423361528485,0.0003777611483363573,0.9996713692227361,0.9994147578414873,0.9990614907244373,0.0021730404320407615,0.0018229007720947266,0.3311969224624774,0.044799082996460377,3.0731559786696336,0.514916371731531,0.0004405215300876206,0.9998790937664223,0.9976733177543041,0.9971171702214242
40,0.001,0.003686199330904731,0.002785207544054304,0.163485066623015,0.036271202512694604,1.8164161636738294,0.3807559757005601,0.0003677828893555508,0.9996266650143044,0.9994451595221828,0.9990909334974175,0.0051441534107803865,0.004917825971330915,0.3174245889212371,0.045535341436258155,3.0285386877237377,0.6055913232621692,0.00046621363937043094,0.9993224506982351,0.9978627977770488,0.9972002708857627
41,0.001,0.0037289188929780955,0.0027868287903921943,0.1638179776241495,0.03727836746808368,2.0244786369262004,0.42344795607385183,0.00038109290313695967,0.999617962701149,0.9994428975298407,0.9988707467700283,0.003516836611520755,0.0030556133815220422,0.34272036106640763,0.051808174957269394,3.083196062054135,0.6088797154880705,0.0005198765537491252,0.9996833223143726,0.9975085950935382,0.9970983032039089
42,0.001,0.0035814308515412932,0.0025270232132502965,0.19979520050014662,0.041199033384834195,1.9665489639607356,0.4447857438098817,0.0004164616701923478,0.9996475801220513,0.9991713291263318,0.9989344484796407,0.00396190935397163,0.0036229065486363004,0.3213650995149572,0.051752206976808594,2.8434935221674453,0.5007238166672843,0.0005068673521196212,0.9995980961668097,0.9978094059519448,0.9975319481221345
43,0.001,0.0031730849362162795,0.002424952813557216,0.16644839685749716,0.03719928031260113,1.6319826267746824,0.35447760423024494,0.000366243638231221,0.9997233638887116,0.9994248631414456,0.9992661690749741,0.003650893875296252,0.002854354040963309,0.30239638305264865,0.053860335979821546,2.955790453868201,0.5779090166091919,0.0005338586248722601,0.9996587194826367,0.9980603753622942,0.997333159498772
44,0.001,0.002843797343175671,0.0020513338702065603,0.17661513976499515,0.03750021730703878,1.8236150835004492,0.39717128702572413,0.0003769392913023272,0.9997778007773457,0.9993524581661989,0.9990837135103988,0.006911946325848744,0.006701312746320452,0.29592277110739734,0.0458439778169496,2.8256856105130246,0.5013212124506633,0.000468279340184381,0.9987767540332645,0.9981425324588795,0.9975627648574079
45,0.001,0.003124015983744854,0.0025389134883880616,0.15069105084124695,0.03418847524113875,1.7146889710767013,0.3748766596828188,0.0003418582634501815,0.9997318539422958,0.9995286029045636,0.9991899055969858,0.005676752363272628,0.005512550898960658,0.2973893040811991,0.04559023244076055,2.799942000613131,0.5227029096512568,0.00046097221160784505,0.9991748878593734,0.9981240762745947,0.9976069716731065
46,0.001,0.003639679961834281,0.002664405107498169,0.17216779330786788,0.03655689642364374,2.0311865272141683,0.4166253563903627,0.0003765265815746781,0.999636022778426,0.999384659096142,0.9988632510913517,0.0060287943430045714,0.005813544137137277,0.3174280447810294,0.050916235651859945,3.5643949903909573,0.8578226339249384,0.0005464503670777453,0.9990693764958967,0.9978627511911677,0.9961218784624127
47,0.001,0.0033279995363294738,0.0027091222149985177,0.1733401576178807,0.03685166946059753,1.841664571160865,0.3774437163557325,0.00036804669126349514,0.9996956934219879,0.9993762503197504,0.9990654856014154,0.00302775408523475,0.0027396270206996374,0.3050733058539048,0.05055243970213196,3.089358059597516,0.6580495675404866,0.0005093866140401184,0.9997652777411061,0.9980258829479928,0.9970866928974776
48,0.001,0.004439983006166157,0.003547548396246774,0.17527817721051445,0.03828652721655944,2.0368114630313663,0.41735863288243613,0.00038889533232298033,0.9994583682270973,0.9993622247513771,0.9988569464151066,0.002660065010384024,0.002305677958897182,0.3038216591386142,0.04931661589715466,3.0188868796527544,0.658310696056911,0.0004997886090042256,0.9998188252879326,0.9980420482943948,0.9972180876060169
49,0.001,0.0032487989082902605,0.002495422533580235,0.17777259380597055,0.03596274623455991,1.850891596645696,0.3862715728226162,0.00035859953657013324,0.9997100077868676,0.9993439429891181,0.99905609801276,0.0022999550197781624,0.0017228058406284878,0.31648834508347523,0.05060346009096509,3.5986689729568915,0.9559689589909145,0.0005380442685755801,0.999864558497259,0.9978753866661701,0.9960469385686864
50,0.001,0.004876208564292474,0.0032282463141850063,0.18032651484946027,0.037421607527592896,1.9309337060781844,0.3872921351875578,0.0003729482467204304,0.9993467030441501,0.9993249574606272,0.998972694437828,0.012814409627210541,0.008140533311026437,0.4750272907247435,0.09407725200775534,4.591503214910466,0.9331309840792701,0.0009939860446608387,0.9957955394328665,0.9952136812401089,0.9935648369820315
51,0.0005,0.00400143305905762,0.0027012228965759277,0.16420948531360022,0.0347252016500482,1.781435629994473,0.3609592543471427,0.0003515043808226892,0.9995600809949039,0.9994402315183168,0.999125609954643,0.0022693888207809872,0.001974630355834961,0.28935090558792054,0.042119601737528226,2.811338692037607,0.5125658165840875,0.00041347453909420693,0.9998681345865521,0.9982241178257878,0.9975874513960288
52,0.0005,0.002070628933429686,0.0015969983169010708,0.1265893631219168,0.028573848182175395,1.4521417771750234,0.2888320070647058,0.0002752001933968131,0.9998822002545253,0.9996673355494394,0.9994189908576515,0.002098895162095624,0.0015314170292445592,0.3055853302941952,0.04249838894268252,2.8897634062804163,0.4958374148323422,0.0004194973588679811,0.9998872037733573,0.998019250796767,0.9974509737062824
53,0.0005,0.0018058601098434475,0.0013550102710723877,0.12756412487342253,0.028531861567647202,1.4418060181080492,0.28846880609080905,0.00028046529492127905,0.9999103983947271,0.9996621926668118,0.9994272321762331,0.0014554876743632416,0.0009081568036760603,0.2926169303207083,0.04284832757786385,2.811977721570322,0.5041233556611198,0.00041889079763974575,0.999945758693406,0.9981838013188531,0.9975863543031961
54,0.0005,0.0023464065610990003,0.001757505110331944,0.1359264789575215,0.029879448970533767,1.5086644844760209,0.3026667486344065,0.00028820743821147846,0.9998487312651507,0.9996164516720126,0.9993728805463509,0.0031124325401339385,0.002760403496878488,0.3056605283590091,0.04367041773703613,2.8332496420002733,0.5131581400121962,0.00043114957357021116,0.9997519649972885,0.9980182760031868,0.9975496989558115
55,0.0005,0.001942008630812885,0.0014291090624673026,0.12440041644899975,0.028487049410240706,1.5362555366392177,0.3064899795112156,0.0002713938019629235,0.999896379609489,0.9996787407614152,0.9993497327867491,0.0014658780531836887,0.0007751669202532087,0.29398904603750625,0.04154125679151567,2.7497596463065235,0.4682596479143415,0.0004043980227026446,0.9999449814977042,0.9981667286402512,0.9976919817587139
56,0.0005,0.0022536878732975023,0.0017862609454563686,0.12538927213131568,0.02796933679710644,1.4419113671965693,0.29510229513758707,0.00027211658832665566,0.9998604490976637,0.9996736130871515,0.9994271484764308,0.00278411234832478,0.0024590764726911273,0.30170250055455067,0.04338339732596709,2.887025258553379,0.5075898056938535,0.0004262842607585703,0.9998015337830245,0.998069266729852,0.9974558019733619
57,0.0005,0.002152225173073839,0.0015857500689370292,0.12344749134373022,0.027585535155964597,1.4873598264759367,0.2870262424860682,0.00025963623582921563,0.9998727315776748,0.999683643693605,0.999390467241736,0.0016141048989654588,0.0012716497693743025,0.29319143710723156,0.04214379884911783,2.7755309967871287,0.46249674870854335,0.0004075769171889634,0.9999332922043395,0.9981766626701466,0.9976485165664345
58,0.00025,0.0018670844755976016,0.0014852634498051234,0.1196056127978563,0.026620902339742368,1.3438588808390417,0.2658843137678646,0.0002528829483382294,0.9999042206423283,0.9997030282813875,0.9995024092849761,0.0014068071353555368,0.0007333687373570033,0.29148968652579693,0.0400638647799222,2.7705575013532315,0.48641068310964675,0.0003929892352911995,0.9999493263481535,0.9981977671453002,0.9976569362495861
59,0.00025,0.0014936648852217752,0.0010755130222865512,0.11372035130776276,0.025768010668159782,1.3482746742597456,0.2592322969010898,0.00024542674703960593,0.9999387009328636,0.9997315345816012,0.9994991338309337,0.0012744418695006664,0.0006643635886056082,0.2870185293894562,0.03979572066471012,2.7606228039976854,0.4803766369819641,0.0003888525015370684,0.9999584134263039,0.9982526323794416,0.9976737096790832
60,0.00025,0.00112165586774889,0.000789738552910941,0.11375070390772417,0.025754423370776186,1.3670975064612203,0.2591091959249406,0.00024394774143230992,0.9999654326565856,0.9997313912540117,0.9994850513468074,0.0016230615413507273,0.0009884561811174665,0.2915777322309914,0.040727889715875466,2.764346636951955,0.4735155695960635,0.00039696890580614763,0.9999325498293327,0.9981966783977214,0.9976674294172826
61,0.00025,0.0014002926537704068,0.0009438480649675642,0.11574552452818891,0.026061478736703,1.335794871069435,0.2628071353549049,0.00024645504942900844,0.9999461254717702,0.9997218875838877,0.9995083631047057,0.0012815524632250489,0.0007943834577287946,0.2845149107702478,0.040149483681349886,2.791204223087826,0.5087216411318097,0.00039332098187609666,0.9999579480772555,0.9982829830534516,0.997621884236338
62,0.00025,0.001576976776285768,0.0012108666556222098,0.11326283425904937,0.025718006143342523,1.3302892190330884,0.2583785198274113,0.00024297092445695916,0.999931672481126,0.9997336904017168,0.9995124074407004,0.0013804445400841727,0.0007245200020926339,0.28325658695961403,0.03947808359216594,2.7159449525166517,0.45797730882962545,0.0003844717879573838,0.9999512077320651,0.9982981372253054,0.9977483976409451
63,0.00025,0.0016574605305345045,0.001309009109224592,0.11398722947006454,0.02596770522948081,1.377834898378472,0.2670309163275219,0.0002450446038761324,0.9999245200507407,0.9997302730298424,0.9994769306534418,0.0035132726471559777,0.0033766814640590124,0.2869707143972769,0.04035482340076434,2.7759677418473583,0.4907699323835827,0.00039944333258972624,0.9996839638318699,0.9982532144095307,0.9976477766298656
64,0.00025,0.0021228386896081654,0.0016826450824737548,0.1155683540364082,0.026063295542037963,1.307403654279844,0.25729170725459144,0.0002479709900408937,0.9998761839458543,0.9997227383286327,0.9995290396666302,0.0014150654510017115,0.0009353910173688616,0.2787810661212913,0.039619478953521955,2.726425198358702,0.46315771483239676,0.00038522726624194096,0.9999487296674991,0.9983514921025106,0.997730987346335
65,0.00025,0.0016253833242586859,0.0011639441762651716,0.11322630004274586,0.025602555945047043,1.3442864709138025,0.252948684990406,0.0002435080415113881,0.9999274136061496,0.9997338621780596,0.9995020926048085,0.002281464478009626,0.0018339770180838448,0.2880739827754542,0.040669247336232686,2.7875773658011123,0.5113020278158642,0.00040135189209561557,0.9998667275133523,0.9982397572640391,0.9976280603916025
66,0.00025,0.0014253272075593706,0.0010731296879904612,0.11356406596741389,0.02559014338711023,1.3527926556968064,0.25959334401857287,0.00023954812908674023,0.9999441817256159,0.999732271974533,0.9994957714977498,0.0025739434800013884,0.0023421696254185267,0.27868830887395046,0.03936383782630197,2.696334723291587,0.4571189630599249,0.00038467446186890206,0.9998303667077822,0.998352589048937,0.9977807953283995
67,0.00025,0.001897606739098477,0.0014752541269574847,0.11398392509609712,0.02595764210357856,1.3435340371166065,0.27198735702605475,0.0002468069574820707,0.9999010640263176,0.9997302886810417,0.9995026498130638,0.0015032727225582994,0.0009829725537981305,0.27930728374719793,0.03923481473195478,2.699842220192203,0.46846906741460165,0.00038246765754630966,0.999942138640615,0.9983452628857008,0.9977750177403703
68,0.00025,0.0016566176182310072,0.001300488199506487,0.11138363825987894,0.025218568254160682,1.345646803391304,0.2577865719085648,0.0002450148677124032,0.9999245969257884,0.9997424540222368,0.9995010843926756,0.001575783644227454,0.0008985042572021484,0.27718712154257735,0.03954888814650242,2.723587057632734,0.47488065220060804,0.0003856726768436955,0.999936422088814,0.9983702890838494,0.9977357086809818
69,0.00025,0.002126015658757602,0.0015764645167759487,0.1160028778025554,0.02618056191307194,1.363836750603889,0.2671302271740777,0.0002494446716897463,0.9998758126605262,0.9997206494731592,0.9994875048978576,0.0035292413811703993,0.003374760491507394,0.290289458822823,0.04118310139988953,2.812535356723222,0.507635692187718,0.0004105228454651903,0.9996810843703026,0.9982125782090406,0.9975853969830608
70,0.00025,0.0021939207058568927,0.0017376525061471122,0.11575758511576477,0.026278703334883823,1.3278794493199462,0.2560174554586411,0.00024861135072961005,0.9998677534921679,0.9997218296177587,0.9995141723539646,0.002122207446811184,0.0019205638340541295,0.28086610837176745,0.039687318637560996,2.7246165547469197,0.4840330870378585,0.0003890742176671817,0.9998846842184544,0.9983267411685584,0.9977339965151141
71,0.00025,0.0016020032828335021,0.0012235803263528006,0.11201994118657908,0.025747054363884015,1.3159624146721183,0.2615161909943535,0.00023962151508068733,0.9999294869676454,0.9997395030551758,0.9995228533263548,0.0024365436456016357,0.002166557312011719,0.2797487001839123,0.03979421313266334,2.730837685120647,0.4819969421341306,0.0003913001911409235,0.9998479937416247,0.998340028474242,0.9977236370615545
72,0.00025,0.0018891436388699043,0.0014756977558135985,0.11467809299509073,0.02627134867465471,1.3461684532349434,0.2691288427228019,0.0002525844573313602,0.9999019439866756,0.9997269935611268,0.9995006974879607,0.00150516372289241,0.0008489336286272321,0.27654561617762546,0.04016665870663505,2.711498613462063,0.4607380140395392,0.00039089814411410215,0.9999419929788643,0.9983778237326411,0.9977557638823804
